#   a      e        i       node      peri     Manom      resamp      q        r        M      m_rand H_rand color Comment
#
  48.671  0.370    0.057     81.2     156.5       7.2      5.1    30.649   30.676   -1.968   23.983   9.08  0.86 res
  48.004  0.370    0.057    357.9     246.1       3.1      4.0    30.228   30.488   -6.183   23.393   8.50  0.71 res
  48.293  0.370    0.057    117.6     278.7      58.5      0.8    30.410   42.878   52.158   23.513   7.15  1.15 res
  48.130  0.370    0.057    224.1     189.4     356.4      7.1    30.308   30.306  359.508   23.437   8.60  0.00 res
  48.293  0.370    0.057     63.2      53.3     324.8      7.8    30.411   36.293  327.868   24.245   8.64  0.00 res
  48.491  0.370    0.057    186.4     213.2      10.1      6.3    30.535   30.546    1.403   23.663   8.82  0.65 res
  48.087  0.370    0.057    103.3      77.3      33.0      9.2    30.280   33.703   23.610   23.712   8.37  0.61 res
  48.374  0.370    0.057    286.8     129.2     355.1      8.0    30.461   30.482  358.142   23.136   8.27  0.00 res
  48.514  0.370    0.057    135.9     313.8     340.4      2.9    30.549   32.335  343.446   24.336   9.21  0.00 res
  48.336  0.370    0.057    245.4     265.0      49.4      4.3    30.438   38.910   40.181   24.089   8.13  0.40 res
  48.035  0.370    0.057    149.0     340.9     324.2      4.8    30.248   40.131  315.382   24.145   8.13  0.44 res
  48.761  0.370    0.057     37.5      54.3     339.3      4.1    30.705   32.734  342.332   23.880   8.71  0.00 res
  48.085  0.370    0.057     25.0     188.2      18.2      4.0    30.280   30.815    8.918   23.953   9.04  0.75 res
  47.985  0.370    0.057    216.7     248.7     331.9      4.5    30.217   34.014  334.937   24.289   8.96  0.00 res
  48.267  0.370    0.057    233.8     337.1      19.5      5.0    30.394   31.101   10.252   22.659   7.71  0.59 res
  48.447  0.370    0.057    179.2     160.1      34.0      6.3    30.507   37.966   37.040   23.593   7.77  0.00 res
  48.136  0.370    0.057    118.0     266.4      14.6      4.6    30.312   30.541    5.841   23.285   8.41  0.71 res
  48.789  0.370    0.057     88.7     224.9      50.8      5.6    30.723   43.881   53.826   24.636   8.21  0.00 res
  48.551  0.370    0.057    109.0     302.1      52.3      2.9    30.573   40.335   43.927   23.530   7.46  0.53 res
  48.054  0.370    0.057     70.8     244.0      52.6      7.0    30.260   43.832   55.675   23.470   7.02  0.00 res
  48.539  0.370    0.057    170.2     324.3     317.6      4.4    30.566   42.726  308.939   24.157   7.84  0.68 res
  47.984  0.370    0.057    220.7     121.9      35.5      2.2    30.216   34.472   26.726   23.957   8.57  0.98 res
  48.090  0.370    0.057    320.4     189.8      49.1      6.2    30.282   38.584   39.793   23.717   7.79  0.57 res
  48.576  0.370    0.057    325.7     159.8      12.4      9.1    30.588   30.703    4.024   22.632   7.75  0.33 res
  48.277  0.370    0.057     74.0     194.8     352.6      0.9    30.400   32.215  343.279   23.942   8.80  0.76 res
  48.165  0.370    0.057    167.9     278.3     342.6      4.3    30.330   31.679  345.647   23.971   8.93  0.00 res
  48.799  0.370    0.057     67.4     134.5     336.0      0.7    30.729   36.732  327.698   22.885   7.22  0.71 res
  48.759  0.370    0.057    219.4     224.0     343.0      4.6    30.704   32.002  346.020   22.710   7.64  0.00 res
  48.601  0.370    0.057    173.9      83.9     358.5      2.0    30.604   31.371  349.348   23.730   8.73  0.90 res
  48.620  0.370    0.057    349.2     151.9       5.6      1.4    30.616   30.673   -2.798   22.828   7.95  0.61 res
  48.261  0.370    0.057    236.9     350.5      14.7      5.1    30.390   30.687    6.577   22.550   7.61  0.63 res
  48.418  0.370    0.057    151.7     172.6      44.2      2.7    30.489   41.323   47.211   23.708   7.52  0.00 res
  48.069  0.370    0.057    124.8     119.7       1.8      5.4    30.269   30.657   -7.567   23.450   8.54  0.38 res
  48.494  0.370    0.057      2.6     238.1      86.8      6.3    30.537   54.519   89.631   24.749   7.30  0.00 res
  48.006  0.370    0.057    242.8      99.8      34.8      2.2    30.230   34.284   25.997   24.093   8.72  0.72 res
  48.013  0.370    0.057     49.2      68.4      17.3      2.1    30.234   30.756    8.786   22.855   7.99  0.64 res
  48.345  0.370    0.057    110.6      76.2     345.7      8.3    30.443   33.673  337.211   23.425   8.16  0.57 res
  47.900  0.370    0.057    162.8     152.4      49.6      1.6    30.163   42.698   52.671   23.886   7.57  0.00 res
  48.738  0.370    0.057    209.4     154.5      24.0      4.6    30.690   32.257   15.416   23.816   8.71  0.62 res
  48.352  0.370    0.057    305.8     147.1     338.1      4.6    30.448   32.710  341.194   24.683   9.53  0.00 res
  48.631  0.370    0.057    323.7      17.3      35.1      5.6    30.624   34.853   26.431   23.890   8.44  0.69 res
  48.142  0.370    0.057    183.6      63.5       3.8      3.5    30.315   30.518   -5.440   22.366   7.50  0.95 res
  48.078  0.370    0.057     80.3     150.4       9.1      7.6    30.275   30.276   -0.249   23.455   8.58  1.01 res
  48.419  0.370    0.057     15.9     189.1      24.3      4.2    30.490   32.214   16.245   23.335   8.18  0.49 res
  48.317  0.370    0.057    203.5     121.4      43.7      2.4    30.426   41.066   46.703   23.668   7.51  0.00 res
  48.797  0.370    0.057    223.7     286.5       1.7      2.7    30.728   31.037   -6.674   22.777   7.85  0.85 res
  48.454  0.370    0.057    181.8     288.4     329.8      4.0    30.512   34.943  332.801   24.650   9.19  0.00 res
  48.560  0.370    0.057    235.0      55.0     342.8      4.7    30.578   34.786  333.637   23.603   8.16  0.59 res
  48.140  0.370    0.057     24.7      55.5     343.8      6.4    30.314   31.452  346.859   24.894   9.92  0.00 res
  48.672  0.370    0.057     59.2     297.3      27.7      4.4    30.649   32.990   19.083   23.434   8.23  0.61 res
  47.991  0.370    0.057    310.9      60.2      22.6      3.4    30.220   31.471   13.819   23.403   8.43  1.00 res
  48.320  0.370    0.057    314.6     122.5     346.4      3.6    30.427   31.167  349.485   23.510   8.54  0.00 res
  48.173  0.370    0.057    301.0     226.6      41.8      2.6    30.335   36.322   32.508   23.951   8.32  0.29 res
  48.770  0.370    0.057     27.4     152.2      34.7      5.3    30.711   34.726   25.611   23.937   8.51  0.76 res
  48.483  0.370    0.057    265.0     343.4       3.1      2.2    30.530   30.785   -6.097   22.759   7.85  0.90 res
  48.219  0.370    0.057    241.4      22.7     353.3      6.4    30.364   32.046  343.927   23.800   8.70  0.66 res
  47.910  0.370    0.057    113.6     265.7      18.6      5.3    30.169   30.799    9.731   23.675   8.79  0.72 res
  48.452  0.370    0.057    263.7     192.4     336.5      4.8    30.511   33.163  339.539   23.323   8.11  0.00 res
  48.761  0.370    0.057    254.4     171.7     350.7      6.7    30.705   30.970  353.752   22.613   7.69  0.00 res
  48.185  0.370    0.057    155.9     278.8     347.7      5.1    30.342   30.914  350.756   24.317   9.38  0.00 res
  48.789  0.370    0.057     41.6     228.9     352.8      3.2    30.722   32.475  343.673   23.035   7.89  0.51 res
  47.898  0.370    0.057    358.4       7.8      24.9      4.7    30.162   31.822   16.040   23.685   8.66  0.64 res
  47.941  0.370    0.057    224.7      69.4     338.2      6.7    30.189   35.722  328.893   23.325   7.74  0.72 res
  47.977  0.370    0.057     78.1      40.8      15.5      6.9    30.211   30.538    6.925   23.489   8.63  0.70 res
  48.645  0.370    0.057    282.6     341.4     355.8      3.9    30.632   31.822  346.646   23.656   8.60  0.63 res
  48.547  0.370    0.057    290.7     193.0     322.3      8.0    30.570   37.282  325.329   24.112   8.37  0.00 res
  48.269  0.370    0.057    282.6     295.2      19.6      8.7    30.395   31.272   11.439   23.014   8.02  0.50 res
  48.629  0.370    0.057    356.2     124.7     322.1      9.6    30.622   37.400  325.155   24.646   8.91  0.00 res
  48.205  0.370    0.057    136.3     216.9      29.1      2.2    30.355   32.959   20.315   24.196   8.99  1.09 res
  47.899  0.370    0.057    294.4     192.9     320.3      5.9    30.163   37.386  323.431   23.509   7.75  0.00 res
  48.521  0.370    0.057    226.2     339.9      21.2      7.4    30.554   31.530   12.071   23.373   8.36  0.55 res
  48.324  0.370    0.057     92.0     104.9     340.6      6.3    30.430   35.041  332.156   23.753   8.32  0.64 res
  48.280  0.370    0.057    205.5     203.9     358.0      8.1    30.402   30.407    1.079   23.842   8.99  0.00 res
  48.230  0.370    0.057    269.4     205.2     327.2      5.1    30.371   35.534  330.220   22.363   6.83  0.00 res
  47.850  0.370    0.057     12.6      98.9     328.6      5.4    30.132   34.820  331.707   24.284   8.85  0.00 res
  48.516  0.370    0.057    334.4     341.4      49.2      3.9    30.551   43.092   52.210   23.746   7.39  0.00 res
  48.670  0.370    0.057    248.1      14.9     354.4      4.5    30.648   32.085  345.274   24.242   9.12  0.70 res
  48.323  0.370    0.057    351.8     134.9     320.6      5.7    30.429   37.661  323.603   23.414   7.62  0.00 res
